transaction_id,customer_id,menu_id,menu_name,category,quantity,price,total_price,transaction_date,transaction_time
TRX02976,C0089,M003,Americano,Coffee,1,22000,22000,2024-10-28,09:53:00
TRX00143,C0042,M001,Kopi Latte,Coffee,1,28000,28000,2025-02-20,11:11:00
TRX01569,C0090,M001,Kopi Latte,Coffee,1,28000,28000,2025-06-16,09:30:00
TRX02076,C0177,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-04-15,19:57:00
TRX00476,C0062,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-12-12,16:09:00
TRX01235,C0102,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-10-27,10:51:00
TRX02405,C0139,M007,Teh Tarik,Non-Coffee,2,15000,30000,2024-08-14,11:22:00
TRX00187,C0076,M001,Kopi Latte,Coffee,2,28000,56000,2024-11-04,18:09:00
TRX01156,C0190,M012,Caramel Macchiato,Coffee,3,33000,99000,2024-09-21,09:13:00
TRX00387,C0022,M011,Pasta Carbonara,Food,2,45000,90000,2024-12-04,11:26:00
TRX01890,C0128,M002,Cappuccino,Coffee,1,30000,30000,2024-07-09,13:35:00
TRX01450,C0101,M005,Matcha Latte,Non-Coffee,2,32000,64000,2025-04-06,12:40:00
TRX01291,C0175,M001,Kopi Latte,Coffee,2,28000,56000,2025-03-22,08:10:00
TRX01428,C0068,M014,Milo Dinosaur,Non-Coffee,2,25000,50000,2025-02-06,13:34:00
TRX01864,C0158,M012,Caramel Macchiato,Coffee,2,33000,66000,2024-10-18,20:20:00
TRX00393,C0057,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-06-30,19:21:00
TRX02948,C0063,M009,Sandwich Ayam,Food,2,35000,70000,2024-08-18,09:26:00
TRX00146,C0080,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-06-19,17:14:00
TRX02059,C0034,M012,Caramel Macchiato,Coffee,2,33000,66000,2025-02-10,11:23:00
TRX00857,C0086,M002,Cappuccino,Coffee,2,30000,60000,2024-10-09,21:17:00
TRX00498,C0158,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-02-12,19:54:00
TRX01334,C0135,M001,Kopi Latte,Coffee,1,28000,28000,2024-10-25,16:34:00
TRX02108,C0071,M002,Cappuccino,Coffee,1,30000,30000,2024-08-23,18:04:00
TRX01376,C0037,M001,Kopi Latte,Coffee,1,28000,28000,2024-11-05,10:44:00
TRX02244,C0126,M001,Kopi Latte,Coffee,2,28000,56000,2025-03-19,19:12:00
TRX01208,C0189,M003,Americano,Coffee,1,22000,22000,2024-10-16,13:18:00
TRX00525,C0044,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2024-12-19,10:49:00
TRX00038,C0086,M011,Pasta Carbonara,Food,2,45000,90000,2024-11-02,17:00:00
TRX00402,C0071,M008,Croissant,Food,1,25000,25000,2024-11-12,17:41:00
TRX01830,C0100,M004,Espresso,Coffee,1,18000,18000,2025-01-12,18:07:00
TRX02952,C0062,M003,Americano,Coffee,1,22000,22000,2024-08-09,19:38:00
TRX00825,C0007,M002,Cappuccino,Coffee,1,30000,30000,2024-10-24,15:27:00
TRX01416,C0197,M012,Caramel Macchiato,Coffee,1,33000,33000,2024-09-21,13:47:00
TRX02222,C0159,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-05-01,21:15:00
TRX01178,C0007,M011,Pasta Carbonara,Food,1,45000,45000,2025-05-08,19:53:00
TRX00428,C0104,M003,Americano,Coffee,1,22000,22000,2025-04-21,16:04:00
TRX02047,C0042,M007,Teh Tarik,Non-Coffee,1,15000,15000,2024-10-24,10:06:00
TRX02895,C0011,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2025-05-06,13:53:00
TRX00831,C0110,M004,Espresso,Coffee,2,18000,36000,2025-05-14,15:33:00
TRX02800,C0176,M003,Americano,Coffee,2,22000,44000,2024-11-15,12:57:00
TRX01366,C0058,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-04-26,13:57:00
TRX00219,C0030,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-11-15,14:06:00
TRX01143,C0122,M001,Kopi Latte,Coffee,1,28000,28000,2024-07-13,21:34:00
TRX01690,C0190,M001,Kopi Latte,Coffee,1,28000,28000,2024-12-01,09:55:00
TRX02729,C0087,M013,Vietnamese Drip,Coffee,1,27000,27000,2024-09-24,17:45:00
TRX01709,C0142,M002,Cappuccino,Coffee,1,30000,30000,2025-03-18,12:44:00
TRX00324,C0088,M015,Cheesecake,Food,1,30000,30000,2025-01-26,10:20:00
TRX02666,C0025,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-02-28,14:07:00
TRX02117,C0119,M001,Kopi Latte,Coffee,1,28000,28000,2025-03-30,14:31:00
TRX02389,C0185,M009,Sandwich Ayam,Food,1,35000,35000,2025-03-16,11:11:00
TRX01343,C0029,M002,Cappuccino,Coffee,1,30000,30000,2024-10-02,10:11:00
TRX00194,C0161,M004,Espresso,Coffee,1,18000,18000,2025-03-11,14:21:00
TRX01487,C0095,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-08-05,10:07:00
TRX02988,C0112,M008,Croissant,Food,1,25000,25000,2025-02-06,14:44:00
TRX01473,C0042,M004,Espresso,Coffee,1,18000,18000,2025-01-05,14:45:00
TRX00785,C0090,M012,Caramel Macchiato,Coffee,2,33000,66000,2024-12-01,18:08:00
TRX02902,C0152,M012,Caramel Macchiato,Coffee,2,33000,66000,2025-04-03,19:46:00
TRX02682,C0078,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-09-04,18:35:00
TRX02208,C0105,M008,Croissant,Food,3,25000,75000,2024-08-29,14:37:00
TRX01430,C0027,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2025-05-06,16:52:00
TRX02043,C0194,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-04-15,17:47:00
TRX01900,C0042,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-02-02,10:37:00
TRX02893,C0014,M003,Americano,Coffee,1,22000,22000,2025-03-26,19:43:00
TRX02167,C0045,M003,Americano,Coffee,1,22000,22000,2024-09-28,12:15:00
TRX00634,C0182,M003,Americano,Coffee,2,22000,44000,2025-03-30,20:56:00
TRX01955,C0178,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-06-11,10:48:00
TRX00899,C0138,M003,Americano,Coffee,1,22000,22000,2024-09-17,15:04:00
TRX02878,C0141,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-04-01,18:47:00
TRX00764,C0125,M008,Croissant,Food,1,25000,25000,2024-10-27,09:17:00
TRX02678,C0132,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-10-08,08:03:00
TRX01642,C0088,M004,Espresso,Coffee,1,18000,18000,2025-05-12,21:47:00
TRX01046,C0063,M004,Espresso,Coffee,1,18000,18000,2025-06-24,09:22:00
TRX02881,C0122,M001,Kopi Latte,Coffee,1,28000,28000,2025-01-03,11:10:00
TRX00392,C0079,M002,Cappuccino,Coffee,1,30000,30000,2025-06-21,11:50:00
TRX01256,C0112,M001,Kopi Latte,Coffee,1,28000,28000,2025-05-30,15:49:00
TRX02156,C0024,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-02-18,08:56:00
TRX01840,C0079,M004,Espresso,Coffee,1,18000,18000,2024-08-15,13:12:00
TRX02949,C0056,M001,Kopi Latte,Coffee,2,28000,56000,2025-03-07,18:37:00
TRX02271,C0023,M004,Espresso,Coffee,1,18000,18000,2025-05-30,17:31:00
TRX02884,C0093,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-07-17,11:17:00
TRX02705,C0156,M001,Kopi Latte,Coffee,1,28000,28000,2025-04-06,16:05:00
TRX00175,C0196,M003,Americano,Coffee,1,22000,22000,2024-07-04,13:03:00
TRX01964,C0074,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-05-30,11:09:00
TRX00965,C0094,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2024-09-07,13:07:00
TRX02262,C0027,M001,Kopi Latte,Coffee,1,28000,28000,2025-02-13,14:59:00
TRX01053,C0077,M015,Cheesecake,Food,1,30000,30000,2024-09-23,16:44:00
TRX02589,C0054,M003,Americano,Coffee,1,22000,22000,2024-09-12,10:45:00
TRX01084,C0185,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-03-07,13:39:00
TRX00706,C0066,M004,Espresso,Coffee,1,18000,18000,2025-06-17,11:51:00
TRX00269,C0166,M002,Cappuccino,Coffee,1,30000,30000,2025-02-13,15:03:00
TRX02904,C0072,M014,Milo Dinosaur,Non-Coffee,2,25000,50000,2024-10-26,18:18:00
TRX01385,C0169,M003,Americano,Coffee,1,22000,22000,2024-08-12,19:42:00
TRX02455,C0146,M014,Milo Dinosaur,Non-Coffee,2,25000,50000,2024-07-06,13:47:00
TRX01435,C0014,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-06-30,14:46:00
TRX00781,C0167,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-01-24,19:47:00
TRX01470,C0145,M012,Caramel Macchiato,Coffee,1,33000,33000,2024-07-30,17:34:00
TRX01508,C0103,M011,Pasta Carbonara,Food,1,45000,45000,2025-01-04,10:09:00
TRX01467,C0045,M001,Kopi Latte,Coffee,1,28000,28000,2024-12-27,10:40:00
TRX00438,C0109,M003,Americano,Coffee,1,22000,22000,2025-03-02,13:44:00
TRX01392,C0198,M002,Cappuccino,Coffee,2,30000,60000,08/04/2025,12:04:00
TRX01629,C0051,M012,Caramel Macchiato,Coffee,2,33000,66000,2024-07-09,15:55:00
TRX00517,C0118,M012,Caramel Macchiato,Coffee,2,33000,66000,2024-11-04,19:20:00
TRX01947,C0193,M003,Americano,Coffee,1,22000,22000,2025-04-11,08:24:00
TRX00489,C0177,M008,Croissant,Food,1,25000,25000,2025-06-25,09:49:00
TRX02545,C0060,M008,Croissant,Food,2,25000,50000,2024-07-07,12:01:00
TRX01192,,M002,Cappuccino,Coffee,2,30000,60000,2025-06-30,08:42:00
TRX02432,C0129,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-04-06,18:20:00
TRX02002,C0034,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2024-08-23,10:00:00
TRX00220,C0189,M015,Cheesecake,Food,1,30000,30000,2025-05-31,09:49:00
TRX00799,C0114,M013,Vietnamese Drip,Coffee,1,27000,27000,2024-11-20,20:49:00
TRX01867,C0107,M010,Roti Bakar,Food,2,20000,40000,2024-09-01,12:15:00
TRX02621,C0147,M008,Croissant,Food,1,25000,25000,2025-02-01,14:01:00
TRX01882,C0039,M002,Cappuccino,Coffee,2,30000,60000,2024-09-16,19:29:00
TRX01478,C0199,M004,Espresso,Coffee,2,18000,36000,2025-05-16,18:24:00
TRX01397,C0154,M001,Kopi Latte,Coffee,1,28000,28000,2024-09-16,16:10:00
TRX00405,C0085,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-08-28,21:26:00
TRX00133,C0032,M004,Espresso,Coffee,2,18000,36000,2025-04-20,20:51:00
TRX02502,C0106,M004,Espresso,Coffee,1,18000,18000,2024-09-16,17:52:00
TRX01137,C0078,M005,Matcha Latte,Non-Coffee,2,32000,64000,2024-11-02,12:03:00
TRX00613,C0119,M004,Espresso,Coffee,2,18000,36000,2025-05-17,18:54:00
TRX00326,C0002,M009,Sandwich Ayam,Food,2,35000,70000,2024-07-20,20:53:00
TRX00068,C0027,M010,Roti Bakar,Food,1,20000,20000,2024-12-23,13:23:00
TRX01518,C0059,M004,Espresso,Coffee,1,18000,18000,2025-06-28,15:56:00
TRX02590,C0141,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-04-26,17:18:00
TRX00445,C0090,M003,Americano,Coffee,2,22000,44000,2025-06-13,13:20:00
TRX02019,C0104,M004,Espresso,Coffee,2,18000,36000,2024-09-09,12:45:00
TRX00402,C0071,M004,Espresso,Coffee,2,18000,36000,2024-11-12,09:33:00
TRX01514,C0176,M002,Cappuccino,Coffee,1,30000,30000,2025-05-13,19:23:00
TRX01021,C0029,M002,Cappuccino,Coffee,1,30000,30000,2024-07-31,15:09:00
TRX00739,C0070,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-04-15,09:15:00
TRX02179,C0103,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-10-28,14:11:00
TRX02524,C0070,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-03-10,09:59:00
TRX02131,C0063,M010,Roti Bakar,Food,2,20000,40000,2025-05-08,12:37:00
TRX00271,C0072,M001,Kopi Latte,Coffee,1,28000,28000,2025-02-14,14:56:00
TRX01223,C0105,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2024-08-01,20:28:00
TRX00531,C0028,M010,Roti Bakar,Food,1,20000,20000,2025-01-30,08:05:00
TRX02936,C0019,M001,Kopi Latte,Coffee,1,28000,28000,2025-02-20,09:23:00
TRX02355,C0014,M001,Kopi Latte,Coffee,1,28000,28000,2024-07-30,09:38:00
TRX01321,C0184,M010,Roti Bakar,Food,1,20000,20000,2025-04-02,16:45:00
TRX01060,C0139,M002,Cappuccino,Coffee,1,30000,30000,2025-02-04,17:10:00
TRX02778,C0035,M004,Espresso,Coffee,1,18000,18000,2024-10-28,15:58:00
TRX02528,C0019,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-04-12,19:51:00
TRX02216,C0156,M002,Cappuccino,Coffee,1,30000,30000,2025-03-16,18:21:00
TRX00880,C0163,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-03-25,08:03:00
TRX01293,C0163,M013,Vietnamese Drip,Coffee,1,27000,27000,2024-08-29,15:45:00
TRX02714,C0009,M001,Kopi Latte,Coffee,1,28000,28000,2024-08-23,19:15:00
TRX01269,C0006,M001,Kopi Latte,Coffee,2,28000,56000,2024-09-25,19:48:00
TRX00545,C0096,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2024-07-20,16:09:00
TRX02394,C0062,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-03-27,21:25:00
TRX02679,C0026,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-06-22,09:20:00
TRX02354,C0157,M002,Cappuccino,Coffee,1,30000,30000,2025-03-28,16:24:00
TRX02546,C0034,M008,Croissant,Food,1,25000,25000,2025-01-08,14:33:00
TRX01062,C0073,M013,Vietnamese Drip,Coffee,3,27000,81000,2025-06-25,20:53:00
TRX02104,C0040,M015,Cheesecake,Food,1,30000,30000,2024-09-11,10:22:00
TRX00206,C0122,M003,Americano,Coffee,1,22000,22000,2024-08-19,21:21:00
TRX00038,C0086,M002,Cappuccino,Coffee,1,30000,30000,2024-11-02,20:09:00
TRX00420,C0059,M002,Cappuccino,Coffee,1,30000,30000,2025-02-14,18:45:00
TRX01162,C0148,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-11-01,15:59:00
TRX01904,C0065,M002,Cappuccino,Coffee,1,30000,30000,2025-03-12,11:42:00
TRX01829,C0014,M001,Kopi Latte,Coffee,2,28000,56000,2025-06-22,13:48:00
TRX02083,C0167,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-04-05,13:56:00
TRX01136,C0110,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-02-24,20:26:00
TRX01381,C0121,M002,Cappuccino,Coffee,1,30000,30000,2024-07-18,20:38:00
TRX01735,C0191,M002,Cappuccino,Coffee,3,30000,90000,2025-05-23,09:28:00
TRX01687,C0197,M008,Croissant,Food,1,25000,25000,2024-08-29,20:02:00
TRX01247,C0016,M004,Espresso,Coffee,1,18000,18000,2025-05-16,11:17:00
TRX01405,,M008,Croissant,Food,2,25000,50000,2024-09-02,20:58:00
TRX00848,C0151,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-10-05,12:55:00
TRX02998,C0032,M009,Sandwich Ayam,Food,2,35000,70000,2024-12-01,12:32:00
TRX02918,C0200,M007,Teh Tarik,Non-Coffee,2,15000,30000,2024-07-25,11:17:00
TRX02729,C0087,M003,Americano,Coffee,1,22000,22000,2024-09-24,18:23:00
TRX00178,C0025,M002,Cappuccino,Coffee,1,30000,30000,2025-03-26,21:22:00
TRX01415,C0008,M010,Roti Bakar,Food,1,20000,20000,2025-02-19,08:20:00
TRX00962,C0131,M015,Cheesecake,Food,1,30000,30000,2024-09-08,17:12:00
TRX02936,C0019,M003,Americano,Coffee,1,22000,22000,2025-02-20,16:14:00
TRX02480,C0171,M011,Pasta Carbonara,Food,1,45000,45000,2024-10-29,12:22:00
TRX00491,C0198,M013,Vietnamese Drip,Coffee,1,27000,27000,2024-10-25,18:24:00
TRX00264,C0031,M008,Croissant,Food,2,25000,50000,2024-08-16,19:38:00
TRX02089,C0165,M012,Caramel Macchiato,Coffee,2,33000,66000,2024-09-22,10:14:00
TRX02198,C0091,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-04-10,17:03:00
TRX01263,C0050,M012,Caramel Macchiato,Coffee,2,33000,66000,2025-06-01,17:46:00
TRX00330,C0034,M008,Croissant,Food,1,25000,25000,2024-10-17,18:50:00
TRX01347,C0157,M014,Milo Dinosaur,Non-Coffee,3,25000,75000,2025-06-05,18:38:00
TRX01576,C0175,M003,Americano,Coffee,1,22000,22000,2025-04-25,19:38:00
TRX01297,C0102,M007,Teh Tarik,Non-Coffee,1,15000,15000,2024-11-05,10:40:00
TRX00918,C0012,M004,Espresso,Coffee,1,18000,18000,2024-12-14,15:42:00
TRX00551,C0181,M004,Espresso,Coffee,1,18000,18000,2024-11-23,08:30:00
TRX02135,C0045,M003,Americano,Coffee,1,22000,22000,2024-08-28,19:50:00
TRX01719,C0031,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-08-17,16:10:00
TRX02278,C0070,M009,Sandwich Ayam,Food,1,35000,35000,2025-02-18,13:50:00
TRX02275,C0181,M002,Cappuccino,Coffee,1,30000,30000,2025-06-15,11:21:00
TRX02344,C0021,M001,Kopi Latte,Coffee,1,28000,28000,2025-06-05,08:02:00
TRX01006,C0064,M013,Vietnamese Drip,Coffee,1,27000,27000,2024-08-12,20:00:00
TRX01238,C0177,M002,Cappuccino,Coffee,1,30000,30000,2025-04-16,15:20:00
TRX00973,C0073,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-07-21,08:10:00
TRX01198,C0124,M009,Sandwich Ayam,Food,1,35000,35000,2025-05-06,21:52:00
TRX00139,C0060,M001,Kopi Latte,Coffee,2,28000,56000,2025-03-31,08:53:00
TRX01574,C0031,M001,Kopi Latte,Coffee,2,28000,56000,2025-06-23,08:18:00
TRX02639,C0181,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-03-19,15:58:00
TRX01915,C0054,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-06-18,19:52:00
TRX02718,C0007,M014,Milo Dinosaur,Non-Coffee,2,25000,50000,2024-07-25,14:54:00
TRX02004,C0148,M001,Kopi Latte,Coffee,1,28000,28000,2024-07-10,12:03:00
TRX01183,C0046,M004,Espresso,Coffee,3,18000,54000,2025-02-13,15:40:00
TRX00099,C0030,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-07-14,12:49:00
TRX00025,C0036,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-05-18,20:28:00
TRX01884,C0047,M010,Roti Bakar,Food,1,20000,20000,2024-07-22,19:21:00
TRX01498,C0051,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-06-28,11:16:00
TRX01584,C0019,M014,Milo Dinosaur,Non-Coffee,2,25000,50000,2024-09-13,15:32:00
TRX02827,C0125,M001,Kopi Latte,Coffee,1,28000,28000,2025-05-06,16:21:00
TRX01559,C0053,M011,Pasta Carbonara,Food,2,45000,90000,2025-06-20,16:34:00
TRX02796,C0193,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-01-14,12:37:00
TRX02063,C0175,M002,Cappuccino,Coffee,3,30000,90000,2025-06-17,11:07:00
TRX01047,C0120,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-02-25,19:06:00
TRX00203,C0149,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2025-06-18,17:44:00
TRX00145,C0193,M002,Cappuccino,Coffee,1,30000,30000,2024-11-14,08:42:00
TRX02422,C0080,M001,Kopi Latte,Coffee,2,28000,56000,2025-04-28,14:11:00
TRX01261,C0122,M001,Kopi Latte,Coffee,2,28000,56000,2025-05-28,21:54:00
TRX00860,C0119,M003,Americano,Coffee,1,22000,22000,2024-12-22,16:01:00
TRX00169,C0167,M007,Teh Tarik,Non-Coffee,2,15000,30000,2024-12-31,15:06:00
TRX01103,C0072,M002,Cappuccino,Coffee,2,30000,60000,2024-12-12,11:42:00
TRX00813,C0083,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2024-12-22,19:08:00
TRX00543,C0091,M008,Croissant,Food,2,25000,50000,2024-08-03,13:45:00
TRX02283,C0017,M004,Espresso,Coffee,2,18000,36000,2025-03-17,11:25:00
TRX02906,C0094,M001,Kopi Latte,Coffee,1,28000,28000,2024-07-24,12:08:00
TRX01333,C0200,M005,Matcha Latte,Non-Coffee,2,32000,64000,2024-08-31,21:50:00
TRX01612,C0175,M003,Americano,Coffee,1,22000,22000,2025-01-10,13:25:00
TRX01812,C0024,M002,Cappuccino,Coffee,1,30000,30000,2025-03-09,19:53:00
TRX02353,C0024,M003,Americano,Coffee,1,22000,22000,2024-09-21,08:07:00
TRX01489,C0134,M001,Kopi Latte,Coffee,1,28000,28000,2024-07-13,14:21:00
TRX01565,C0104,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-12-03,08:18:00
TRX00461,C0006,M003,Americano,Coffee,1,22000,22000,2024-10-04,08:31:00
TRX00448,C0069,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-05-06,15:26:00
TRX02817,C0091,M001,Kopi Latte,Coffee,1,28000,28000,2025-03-16,09:59:00
TRX01189,C0156,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-01-01,15:18:00
TRX01786,C0076,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-09-11,17:44:00
TRX02146,C0074,M001,Kopi Latte,Coffee,1,28000,28000,2024-08-02,16:50:00
TRX00085,C0142,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-07-11,13:16:00
TRX02909,C0041,M002,Cappuccino,Coffee,1,30000,30000,2025-06-06,18:59:00
TRX02433,C0180,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-04-03,21:36:00
TRX02043,C0194,M015,Cheesecake,Food,2,30000,60000,2025-04-15,21:11:00
TRX02280,C0156,M008,Croissant,Food,1,25000,25000,2025-05-17,12:55:00
TRX00784,C0013,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-05-30,18:42:00
TRX01648,C0081,M012,Caramel Macchiato,Coffee,1,33000,33000,2024-07-30,08:21:00
TRX00141,C0010,M007,Teh Tarik,Non-Coffee,2,15000,30000,2024-07-05,13:18:00
TRX02780,C0063,M010,Roti Bakar,Food,1,20000,20000,2025-02-13,20:22:00
TRX00728,C0108,M002,Cappuccino,Coffee,1,30000,30000,2024-10-01,17:28:00
TRX01762,C0020,M012,Caramel Macchiato,Coffee,1,33000,33000,2024-08-12,16:46:00
TRX02415,C0175,M003,Americano,Coffee,1,22000,22000,2024-07-18,16:51:00
TRX02477,C0031,M009,Sandwich Ayam,Food,3,35000,105000,2025-04-14,20:13:00
TRX00925,C0178,M008,Croissant,Food,1,25000,25000,2024-12-18,18:50:00
TRX02338,C0189,M003,Americano,Coffee,2,22000,44000,2025-02-05,19:58:00
TRX01184,C0015,M003,Americano,Coffee,1,22000,22000,2025-04-23,20:50:00
TRX00600,C0028,M007,Teh Tarik,Non-Coffee,1,15000,15000,2025-05-19,11:08:00
TRX02412,C0077,M004,Espresso,Coffee,2,18000,36000,2024-10-30,17:14:00
TRX00182,C0112,M002,Cappuccino,Coffee,2,30000,60000,2025-05-27,15:17:00
TRX02216,C0156,M005,Matcha Latte,Non-Coffee,1,32000,32000,2025-03-16,16:06:00
TRX01881,C0015,M015,Cheesecake,Food,1,30000,30000,2025-05-10,08:40:00
TRX00180,C0058,M009,Sandwich Ayam,Food,1,35000,35000,2024-12-01,14:24:00
TRX00713,C0038,M003,Americano,Coffee,2,22000,44000,2025-01-02,18:51:00
TRX00573,C0020,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-06-16,13:34:00
TRX00959,C0095,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-06-28,13:51:00
TRX00908,C0069,M005,Matcha Latte,Non-Coffee,1,32000,32000,2024-10-16,09:49:00
TRX02614,C0011,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-02-23,19:31:00
TRX02391,C0007,M011,Pasta Carbonara,Food,1,45000,45000,2025-06-17,17:26:00
TRX00700,C0122,M012,Caramel Macchiato,Coffee,1,33000,33000,2025-02-04,12:32:00
TRX02021,C0047,M004,Espresso,Coffee,1,18000,18000,2024-07-05,19:19:00
TRX00540,C0045,M002,Cappuccino,Coffee,1,30000,30000,2024-10-08,15:51:00
TRX02837,C0039,M015,Cheesecake,Food,1,30000,30000,2024-09-21,21:05:00
TRX00370,C0114,M010,Roti Bakar,Food,1,20000,20000,2024-10-24,17:12:00
TRX00729,C0176,M002,Cappuccino,Coffee,1,30000,30000,2025-05-28,19:24:00
TRX01941,C0140,M008,Croissant,Food,,25000,50000,2025-04-04,17:11:00
TRX01079,C0140,M010,Roti Bakar,Food,2,20000,40000,2024-07-03,11:38:00
TRX01308,C0009,M008,Croissant,Food,3,25000,75000,2025-06-04,13:19:00
TRX02014,C0188,M010,Roti Bakar,Food,2,20000,40000,2024-08-15,20:34:00
TRX02160,C0113,M001,Kopi Latte,Coffee,1,28000,28000,2024-09-17,08:51:00
TRX00614,C0046,M007,Teh Tarik,Non-Coffee,1,15000,15000,2024-09-20,20:56:00
TRX02831,C0178,M003,Americano,Coffee,1,22000,22000,2025-03-04,09:09:00
TRX00566,C0036,M002,Cappuccino,Coffee,1,30000,30000,2024-10-05,10:00:00
TRX02337,C0189,M003,Americano,Coffee,1,22000,22000,2025-05-18,12:34:00
TRX02805,C0184,M010,Roti Bakar,Food,1,20000,20000,2025-01-19,14:40:00
TRX00860,C0119,M004,Espresso,Coffee,1,18000,18000,2024-12-22,11:28:00
TRX00630,C0094,M001,Kopi Latte,Coffee,2,28000,56000,2025-02-24,11:08:00
TRX02691,C0094,M001,Kopi Latte,Coffee,1,28000,28000,2024-10-01,13:53:00
TRX02958,C0028,M010,Roti Bakar,Food,1,20000,20000,2025-06-26,17:38:00
TRX02437,C0169,M013,Vietnamese Drip,Coffee,1,27000,27000,2025-04-26,20:37:00
TRX01800,C0191,M012,Caramel Macchiato,Coffee,2,33000,66000,2025-03-09,10:36:00
TRX02378,C0150,M006,Chocolate Frappe,Non-Coffee,2,35000,70000,2025-02-03,10:34:00
TRX01177,C0127,M003,Americano,Coffee,1,22000,22000,2024-07-10,13:59:00
TRX00298,C0043,M015,Cheesecake,Food,1,30000,30000,2024-10-17,19:58:00
TRX00183,C0012,M002,Cappuccino,Coffee,1,30000,30000,2024-08-08,10:59:00
TRX00509,C0098,M002,Cappuccino,Coffee,1,30000,30000,2025-03-24,18:08:00
TRX00812,C0186,M003,Americano,Coffee,1,22000,22000,2025-04-11,20:45:00
TRX01267,C0163,M008,Croissant,Food,1,25000,25000,2024-07-02,15:36:00
TRX02434,C0051,M007,Teh Tarik,Non-Coffee,2,15000,30000,2024-10-15,08:10:00
TRX00871,C0180,M004,Espresso,Coffee,1,18000,18000,2025-06-30,10:57:00
TRX00881,C0198,M014,Milo Dinosaur,Non-Coffee,1,25000,25000,2025-01-10,14:01:00
TRX01146,C0099,M006,Chocolate Frappe,Non-Coffee,1,35000,35000,2025-06-23,09:36:00
